year,country,gini_net,gini_net_se,gini_market,gini_market_se,rel_red,rel_red_se,abs_red,abs_red_se
2009,"Kazakhstan",28.77076,1.676274,30.82523,1.913677,6.577759,3.524302,2.054474,1.134584
2010,"Kazakhstan",28.6264,1.83534,30.34744,1.898389,5.608253,3.693519,1.721046,1.14848
2011,"Kazakhstan",28.67056,1.998751,30.21031,1.966236,5.025193,4.387218,1.539754,1.345958
2012,"Kazakhstan",28.78701,2.228909,30.12457,2.070127,4.348783,5.36717,1.337566,1.635372
1960,"Kenya",58.97421,8.243489,67.49878,11.34994,,,,
1961,"Kenya",54.1283,7.594615,64.30683,9.792759,,,,
1964,"Kenya",71.09218,10.91219,71.65199,14.09331,,,,
1967,"Kenya",69.27809,8.885277,71.96928,10.70043,,,,
1969,"Kenya",69.65176,8.248322,72.86903,9.645065,,,,
1971,"Kenya",71.10197,8.832386,73.92,10.40738,,,,
1974,"Kenya",64.3178,8.290991,69.27904,9.741566,,,,
1976,"Kenya",58.39258,5.86242,63.26191,6.178677,,,,
1977,"Kenya",53.46444,4.392532,57.7236,3.887755,,,,
1983,"Kenya",62.67634,11.0827,58.94555,3.613224,,,,
1992,"Kenya",50.88823,2.763817,58.64737,5.421506,12.73688,6.64496,7.75914,4.402734
1993,"Kenya",50.13816,2.639045,57.75558,5.169384,12.74414,6.186866,7.617422,4.067376
1994,"Kenya",49.3881,2.614624,56.8638,5.133003,12.68861,6.306788,7.475705,4.077062
1995,"Kenya",48.94724,2.325627,56.11529,4.088476,12.53029,4.412803,7.168055,2.853148
1996,"Kenya",48.50638,2.254076,55.36678,3.282521,12.2689,3.321535,6.860404,2.087789
1997,"Kenya",48.06552,2.419342,54.61827,2.919871,11.89704,3.893023,6.552754,2.297316
1998,"Kenya",48.01114,2.237177,54.25298,2.730499,11.42857,3.271611,6.241839,1.930253
1999,"Kenya",47.95676,2.151458,53.88768,2.666411,10.93216,3.116896,5.930924,1.833261
2000,"Kenya",47.05653,2.186568,52.88037,2.668891,10.9216,3.645386,5.823847,2.07841
2001,"Kenya",46.41521,2.05153,52.50338,2.625059,11.52124,2.988887,6.08817,1.740899
2002,"Kenya",45.7739,2.035957,52.12639,2.743804,12.10178,2.975303,6.352493,1.759402
2003,"Kenya",45.13258,2.142455,51.7494,3.005919,12.66278,3.623937,6.616816,2.124637
2004,"Kenya",44.49127,2.354518,51.37241,3.378195,13.20366,4.680856,6.881139,2.699351
2005,"Kenya",44.14324,2.141428,51.06791,3.316783,13.38722,4.020566,6.924677,2.364647
2006,"Kenya",43.86877,2.162719,50.74001,3.321647,13.36543,4.113852,6.871243,2.39293
2007,"Kenya",43.59429,2.29329,50.4121,3.471338,13.3084,4.775011,6.817808,2.719327
1963,"Korea, Republic of",27.77811,2.959877,36.96758,2.323207,,,,
1964,"Korea, Republic of",27.30108,2.773074,36.31238,1.987198,,,,
1965,"Korea, Republic of",27.15804,2.711195,36.03361,1.744242,,,,
1966,"Korea, Republic of",26.95872,2.642515,34.61502,1.432241,,,,
1967,"Korea, Republic of",27.18758,2.728864,34.39306,1.503355,,,,
1968,"Korea, Republic of",27.35657,2.677985,34.51839,1.395593,,,,
1969,"Korea, Republic of",27.65612,2.879809,36.27795,1.713428,,,,
1970,"Korea, Republic of",28.05124,3.060041,39.38313,2.551826,,,,
1971,"Korea, Republic of",28.40699,3.438668,41.67282,2.978504,,,,
1972,"Korea, Republic of",29.13304,3.783156,44.13763,3.935047,,,,
1973,"Korea, Republic of",29.46087,3.902695,43.97035,3.51206,,,,
1974,"Korea, Republic of",30.06447,3.920586,44.07504,3.348629,,,,
1975,"Korea, Republic of",30.2502,3.734815,42.74361,2.849866,29.38638,5.680877,12.49341,2.19039
1976,"Korea, Republic of",30.84472,3.55969,42.20374,2.482851,27.06937,5.495004,11.35902,2.074558
1977,"Korea, Republic of",31.37976,3.355583,41.01678,2.615489,23.6048,5.149174,9.63702,1.982206
1978,"Korea, Republic of",32.50008,3.011767,40.33321,2.344026,19.49628,4.640876,7.833128,1.798207
1979,"Korea, Republic of",33.3842,2.692133,39.23586,2.500165,14.91828,4.099925,5.851654,1.636542
1980,"Korea, Republic of",34.22931,2.168911,38.93349,2.219478,12.05282,3.314186,4.70418,1.349947
1981,"Korea, Republic of",34.35424,1.8524,38.39405,2.475767,10.39375,3.587766,4.039812,1.51529
1982,"Korea, Republic of",34.06717,1.517542,38.20066,2.382318,10.67452,3.301054,4.133484,1.442124
1983,"Korea, Republic of",33.62561,1.480518,37.40379,2.611721,9.882375,3.941167,3.778185,1.674183
1984,"Korea, Republic of",33.21091,1.429913,36.8001,2.512091,9.54494,3.841624,3.589193,1.604257
1985,"Korea, Republic of",33.12838,1.535168,36.05391,2.512781,7.907558,3.876747,2.925537,1.543037
1986,"Korea, Republic of",32.90608,1.534411,35.53057,2.461994,7.182465,3.902599,2.624488,1.509065
1987,"Korea, Republic of",32.9378,1.587898,35.12111,2.474743,6.007898,3.970877,2.183311,1.497085
1988,"Korea, Republic of",32.62728,1.463479,34.69146,2.400726,5.736721,3.951454,2.064185,1.477708
1989,"Korea, Republic of",32.56098,1.38886,34.39859,2.352969,5.121434,4.020504,1.837618,1.480574
1990,"Korea, Republic of",32.1891,1.181539,33.79443,2.149976,4.547878,3.768558,1.605325,1.359377
1991,"Korea, Republic of",32.05998,1.067059,33.37888,1.925138,3.783193,3.44594,1.318902,1.205935
1992,"Korea, Republic of",31.77433,.9250601,32.59993,1.752019,2.376443,3.34035,.8255981,1.116943
1993,"Korea, Republic of",31.62446,.861528,32.1977,1.536345,1.662596,2.897331,.5732402,.9509086
1994,"Korea, Republic of",31.35404,.8194623,31.79041,1.51739,1.246815,3.060208,.4363715,.9909235
1995,"Korea, Republic of",31.3044,.7729702,31.85997,1.383846,1.644568,2.685391,.5555716,.8753983
1996,"Korea, Republic of",31.32498,.7581871,32.39985,1.389377,3.219734,2.688078,1.074864,.9069898
1997,"Korea, Republic of",31.79259,.7885312,32.80431,1.472638,2.975856,2.803282,1.011718,.9541376
1998,"Korea, Republic of",32.26876,.8310384,33.85573,1.557822,4.577095,2.802548,1.586972,1.008101
1999,"Korea, Republic of",32.68566,.9647699,33.88354,1.831689,3.373754,3.478815,1.197876,1.224731
2000,"Korea, Republic of",32.66515,1.038021,34.60322,1.873691,5.453456,3.277797,1.93807,1.214661
2001,"Korea, Republic of",32.13859,1.122662,34.15049,1.901839,5.742895,3.357984,2.0119,1.223258
2002,"Korea, Republic of",31.5813,1.090903,34.43735,1.655704,8.204329,2.636532,2.856047,1.001364
2003,"Korea, Republic of",30.99716,.9691738,34.07469,1.301805,8.986404,2.062938,3.077525,.7735564
2004,"Korea, Republic of",30.87952,.7793301,34.15261,.9084616,9.568175,1.496524,3.273092,.5501722
2005,"Korea, Republic of",30.96065,.5056543,34.00927,.551333,8.960287,.8505323,3.048618,.3065548
2006,"Korea, Republic of",31.1,.289833,33.8,.3,7.985992,.8162708,2.700353,.287069
2007,"Korea, Republic of",31.28371,.2519051,34.1566,.272925,8.409919,.4454145,2.872897,.1601887
2008,"Korea, Republic of",31.43686,.2583454,34.39112,.2998464,8.588604,.4665515,2.95426,.1719789
2009,"Korea, Republic of",31.50259,.2996859,34.53302,.3513393,8.773216,.5496258,3.030434,.2040723
2010,"Korea, Republic of",31.46111,.3883443,34.48315,.4444717,8.760532,.6946545,3.022038,.2564124
2011,"Korea, Republic of",31.43653,.438531,34.4617,.4970299,8.773769,.8502557,3.025169,.3119842
2012,"Korea, Republic of",31.34162,.5641264,34.31172,.6279796,8.647079,1.254235,2.970099,.4550776
1981,"Kyrgyz Republic",22.60478,4.142447,25.26023,9.761328,,,,
1986,"Kyrgyz Republic",22.18242,2.279891,27.62654,5.688094,,,,
1987,"Kyrgyz Republic",22.88444,1.76744,27.99183,4.213517,,,,
1988,"Kyrgyz Republic",23.58647,1.324887,28.35713,2.853497,,,,
1989,"Kyrgyz Republic",24.45591,.9942701,28.11782,1.808233,,,,
1990,"Kyrgyz Republic",24.62349,1.002419,28.69521,1.741645,,,,
1991,"Kyrgyz Republic",33.78281,1.36415,37.61229,2.146547,,,,
1992,"Kyrgyz Republic",42.94213,1.873178,46.52938,2.813847,,,,
1993,"Kyrgyz Republic",52.10145,2.438959,55.44646,3.600492,5.817767,4.766384,3.345016,2.753102
1994,"Kyrgyz Republic",51.82524,2.59001,54.12383,3.526405,4.058885,4.502262,2.29859,2.498823
1995,"Kyrgyz Republic",49.18547,2.430976,50.79785,3.269223,3.008853,4.039045,1.612373,2.092453
1996,"Kyrgyz Republic",46.5457,2.374825,47.47186,3.158949,1.770118,4.263286,.9261563,2.036963
1997,"Kyrgyz Republic",41.67782,2.025666,42.16254,2.804484,.9606018,4.175976,.484717,1.761604
1998,"Kyrgyz Republic",39.82957,1.915763,40.52099,2.580248,1.553228,3.671582,.6914187,1.507186
1999,"Kyrgyz Republic",36.60551,1.699693,37.20447,2.326341,1.457446,3.629972,.5989661,1.371414
2000,"Kyrgyz Republic",34.64948,1.618286,35.24719,2.146325,1.556379,3.573589,.5977116,1.273146
2001,"Kyrgyz Republic",33.91697,1.500454,33.86467,2.095105,-.320132,3.805716,-.052301,1.270049
2002,"Kyrgyz Republic",34.12156,1.430889,33.58181,2.070521,-1.782799,3.817456,-.5397516,1.24464
2003,"Kyrgyz Republic",35.41067,1.341454,34.13361,2.120323,-3.947525,4.089187,-1.277066,1.312595
2004,"Kyrgyz Republic",36.62283,1.2762,35.54859,2.088768,-3.209405,3.860981,-1.074238,1.302956
2005,"Kyrgyz Republic",37.67833,1.183425,37.00861,2.019399,-1.973662,3.577725,-.6697146,1.278118
2006,"Kyrgyz Republic",37.77715,1.099191,38.28952,1.878481,1.212959,3.086098,.5123732,1.193302
2007,"Kyrgyz Republic",37.32662,1.021388,38.68209,1.766502,3.399133,2.795424,1.35547,1.125733
2008,"Kyrgyz Republic",36.30079,.9747793,38.44455,1.657147,5.488391,2.541352,2.143768,1.047428
2009,"Kyrgyz Republic",35.54502,.9826853,37.92078,1.663186,6.175684,2.567343,2.375757,1.053362
2010,"Kyrgyz Republic",34.93256,1.009588,37.43651,1.694056,6.591624,2.755864,2.503957,1.11732
2011,"Kyrgyz Republic",34.79694,1.087009,37.24387,1.814456,6.450001,3.207272,2.446932,1.287257
1992,"Lao",29.38764,1.576716,32.03925,6.755516,,,,
1993,"Lao",30.60996,1.480683,33.27168,6.318881,,,,
1994,"Lao",31.83228,1.462447,34.50411,6.232553,,,,
1995,"Lao",33.0546,1.524802,35.73654,6.510482,,,,
1996,"Lao",34.27692,1.658684,36.96897,7.11008,,,,
1997,"Lao",35.49924,1.848618,38.2014,7.958976,,,,
1998,"Lao",35.07505,1.681507,37.90021,7.246393,,,,
1999,"Lao",34.65085,1.578109,37.59902,6.811358,,,,
2000,"Lao",34.22666,1.551219,37.29783,6.708089,,,,
2001,"Lao",33.80246,1.604687,36.99664,6.951387,,,,
2002,"Lao",33.37827,1.731083,36.69545,7.507635,,,,
2003,"Lao",33.86018,1.555133,37.11843,6.808161,,,,
2004,"Lao",34.34209,1.423432,37.54141,6.302186,,,,
2005,"Lao",34.824,1.349001,37.96439,6.038549,,,,
2006,"Lao",35.30591,1.341407,38.38737,6.049019,,,,
2007,"Lao",35.78782,1.401738,38.81035,6.332236,,,,
2008,"Lao",35.87383,1.415245,38.94651,6.093819,,,,
1981,"Latvia",23.66794,1.950341,38.85841,5.851019,,,,
1986,"Latvia",22.07205,1.135831,36.91129,3.398134,,,,
1987,"Latvia",22.02733,.9363415,36.5252,2.819572,,,,
1988,"Latvia",21.98261,.7804137,36.13911,2.390104,,,,
1989,"Latvia",22.12672,.7707469,36.60217,2.686349,,,,
1990,"Latvia",22.00202,.7740981,33.50697,2.247581,,,,
1991,"Latvia",23.24084,.7993561,40.29513,3.838985,,,,
1992,"Latvia",23.84865,.6764968,40.46716,2.844151,40.86109,3.153091,16.61852,2.402044
1993,"Latvia",25.04504,.6356575,42.06113,2.486568,40.31927,2.48419,17.01608,2.007789
1994,"Latvia",26.45681,.6008286,43.71526,2.316016,39.36779,2.26558,17.25845,1.864684
1995,"Latvia",27.89308,.5602775,45.25061,2.057854,38.27679,1.947693,17.35753,1.636094
1996,"Latvia",29.24381,.5364478,47.03193,1.999392,37.74802,1.859732,17.78812,1.599574
1997,"Latvia",30.19709,.5262179,48.32655,1.834737,37.45807,1.620599,18.12946,1.440311
1998,"Latvia",31.06418,.5315208,50.05126,1.835233,37.88342,1.549236,18.98708,1.438137
1999,"Latvia",31.63328,.5798264,51.22948,1.826042,38.20601,1.451095,19.5962,1.39806
2000,"Latvia",32.33929,.5952749,52.65273,1.860329,38.53606,1.408042,20.31344,1.415047
2001,"Latvia",32.93456,.6467291,53.56239,2.006022,38.46257,1.489488,20.62783,1.521653
2002,"Latvia",33.75412,.637917,54.7376,2.224437,38.27181,1.687669,20.98348,1.737771
2003,"Latvia",34.52171,.6877753,55.66655,2.574321,37.8978,2.02869,21.14484,2.062245
2004,"Latvia",35.39781,.7107255,56.82862,2.901127,37.60082,2.291722,21.43081,2.359162
2005,"Latvia",36.04469,.789423,57.50997,3.13158,37.19899,2.448752,21.46529,2.532736
2006,"Latvia",36.53999,.829298,58.13051,3.276133,37.00805,2.510351,21.59052,2.633213
2007,"Latvia",36.62966,.8735193,58.06105,3.310151,36.77612,2.546549,21.43139,2.645392
2008,"Latvia",36.52227,.8769565,58.06885,3.365753,36.96496,2.583541,21.54658,2.694333
2009,"Latvia",36.14915,.8779358,57.56474,3.352935,37.06055,2.611941,21.41558,2.692357
2010,"Latvia",35.7926,.8679065,57.3391,3.40029,37.43011,2.643145,21.5465,2.738035
2011,"Latvia",35.43138,.8884389,56.84298,3.417009,37.51799,2.670223,21.4116,2.743803
2012,"Latvia",35.26307,.9136187,56.70937,3.56026,37.65045,2.867148,21.4463,2.901907
2013,"Latvia",35.11449,.9934441,56.42974,3.778294,37.57589,3.22102,21.31526,3.151308
1960,"Lebanon",46.63978,3.008826,54.185,2.914984,,,,
1997,"Lebanon",42.23125,1.648106,45.03969,4.137902,,,,
1998,"Lebanon",42.14351,1.55223,44.90903,3.897552,,,,
1999,"Lebanon",42.05577,1.479418,44.77836,3.713317,,,,
2000,"Lebanon",41.96802,1.433189,44.64769,3.593839,,,,
2001,"Lebanon",41.88028,1.416149,44.51703,3.545669,,,,
2002,"Lebanon",41.79253,1.429343,44.38636,3.571693,,,,
2003,"Lebanon",41.70479,1.471957,44.2557,3.670335,,,,
2004,"Lebanon",41.61705,1.541554,44.12503,3.835996,,,,
2005,"Lebanon",41.5293,1.63469,43.99437,4.060481,,,,
1986,"Lesotho",57.55325,1.961909,65.0829,5.616457,,,,
1987,"Lesotho",57.66355,1.815561,64.64463,5.216256,,,,
1988,"Lesotho",57.80845,1.787313,65.38656,5.166625,,,,
1989,"Lesotho",57.95335,1.808391,66.12849,5.274873,,,,
1990,"Lesotho",58.09825,1.877134,66.87042,5.531736,,,,
1991,"Lesotho",58.24314,1.988607,67.61235,5.917897,,,,
1992,"Lesotho",58.38804,2.136128,68.35428,6.410028,,,,
1993,"Lesotho",58.53294,2.312812,69.09621,6.985771,,,,
1994,"Lesotho",58.92542,2.315579,69.52814,6.811785,,,,
1995,"Lesotho",59.3179,2.409156,69.96008,6.89561,,,,
1996,"Lesotho",59.02721,2.313232,69.69167,6.497499,,,,
1997,"Lesotho",58.73652,2.412173,69.42326,6.634233,,,,
1998,"Lesotho",58.44582,2.684519,69.15485,7.275722,,,,
1999,"Lesotho",58.15513,3.084677,68.88644,8.305824,,,,
2000,"Lesotho",55.22382,2.438821,64.53162,6.522887,,,,
2001,"Lesotho",52.29251,1.965603,60.1768,5.180909,,,,
2002,"Lesotho",49.36119,1.806231,55.82199,4.676324,,,,
2003,"Lesotho",48.76387,1.52216,54.13963,3.544258,,,,
2004,"Lesotho",48.4767,1.463075,53.40559,3.204277,,,,
2005,"Lesotho",48.18954,1.471384,52.67155,3.033621,,,,
1974,"Liberia",41.65994,2.063969,45.46972,2.50898,,,,
2005,"Liberia",39.8589,1.420706,45.45105,3.257855,,,,
2006,"Liberia",40.50944,1.498364,46.31715,3.492268,,,,
2007,"Liberia",41.15998,1.628976,47.18326,3.849905,,,,
1981,"Lithuania",21.6372,1.335203,38.84721,4.078817,,,,
1986,"Lithuania",21.32314,.8143611,36.52472,2.565816,,,,
1987,"Lithuania",21.59662,.7087007,36.41198,2.238861,,,,
1988,"Lithuania",21.87011,.6423407,36.29923,2.035505,,,,
1989,"Lithuania",22.26208,.6642231,36.48814,2.233098,,,,
1990,"Lithuania",21.90362,.7943341,34.53156,2.404643,,,,
1991,"Lithuania",26.41531,.9212115,42.07891,2.835943,,,,
1992,"Lithuania",30.927,1.310317,49.62627,4.073933,37.37605,4.340306,18.69927,3.577221
1993,"Lithuania",31.49086,.6936848,51.95765,2.323442,39.31585,1.896486,20.46678,1.844231
1994,"Lithuania",31.83583,.6295182,52.57021,2.181186,39.37695,1.710769,20.73438,1.71609
1995,"Lithuania",31.87758,.5180768,53.11829,1.937095,39.93643,1.518374,21.24071,1.547697
1996,"Lithuania",32.06397,.4743862,53.21033,1.949607,39.68699,1.56417,21.14636,1.582149
1997,"Lithuania",31.8049,.4628203,52.40278,2.010334,39.24468,1.706701,20.59788,1.659697
1998,"Lithuania",31.85111,.4763702,51.59727,2.009351,38.20529,1.745348,19.74616,1.644845
1999,"Lithuania",31.72275,.5164134,50.4231,1.969818,37.02299,1.749084,18.70036,1.585062
2000,"Lithuania",31.82129,.5686097,49.72656,1.90978,35.94907,1.658982,17.90527,1.480782
2001,"Lithuania",31.86132,.6097277,49.416,1.988631,35.46109,1.717985,17.55468,1.521556
2002,"Lithuania",32.01576,.6515985,49.81925,2.138604,35.66458,1.822404,17.80349,1.637003
2003,"Lithuania",32.40384,.6745725,50.88128,2.483633,36.21664,2.152724,18.47744,1.96454
2004,"Lithuania",32.87079,.7071196,52.22658,2.75684,36.94458,2.352372,19.35579,2.217012
2005,"Lithuania",33.64281,.7309142,53.69077,3.059565,37.19903,2.606434,20.04796,2.504623
2006,"Lithuania",34.20696,.750774,54.77352,3.148151,37.40631,2.610296,20.56656,2.575173
2007,"Lithuania",34.77798,.7569191,55.51408,3.233223,37.20398,2.693551,20.7361,2.657478
2008,"Lithuania",34.9976,.7572527,55.81583,3.198912,37.15477,2.637555,20.81823,2.623088
2009,"Lithuania",35.01889,.7584532,55.71724,3.241384,36.99908,2.71319,20.69834,2.669585
2010,"Lithuania",34.76954,.7623868,55.25445,3.270728,36.91839,2.766361,20.48491,2.699997
2011,"Lithuania",34.54882,.790256,54.88435,3.398087,36.87792,2.967813,20.33553,2.84052
2012,"Lithuania",34.21126,.8221998,54.26844,3.598969,36.75094,3.34367,20.05717,3.081767
1963,"Luxembourg",25.82215,1.189689,42.46405,2.490133,,,,
1970,"Luxembourg",25.37856,.9740086,41.55199,2.007739,,,,
1971,"Luxembourg",25.43887,.9319258,41.71819,1.9486,,,,
1972,"Luxembourg",25.48797,.9072655,41.80315,1.942181,,,,
1973,"Luxembourg",25.62676,.9248877,42.10593,2.005816,,,,
1974,"Luxembourg",25.74963,.96431,42.31851,2.155808,,,,
1980,"Luxembourg",25.77814,.9597349,42.48009,2.083046,39.25051,2.08219,16.70196,1.546337
1981,"Luxembourg",25.59996,.9436253,42.02037,1.987538,39.01973,1.93327,16.4204,1.426786
1982,"Luxembourg",25.29322,.8998419,41.34906,1.915638,38.77843,1.733312,16.05584,1.317444
1983,"Luxembourg",24.83342,.8219444,40.21397,1.666507,38.20512,1.664476,15.38055,1.162585
1984,"Luxembourg",24.38353,.6234279,39.10946,1.176919,37.63539,1.111236,14.72594,.7656427
1985,"Luxembourg",23.8,.450253,37.7,.6,36.88389,1.097308,13.90165,.5371509
1986,"Luxembourg",24.2345,.5852064,38.48539,1.04641,37.01726,.9559163,14.25089,.6472268
1987,"Luxembourg",24.46376,.7841811,38.85468,1.475821,37.00639,1.529805,14.39092,1.001868
1988,"Luxembourg",24.50645,.8752565,38.87597,1.700429,36.92068,1.666497,14.36953,1.134437
1989,"Luxembourg",24.3136,.888147,38.42792,1.681901,36.6887,1.687262,14.11432,1.114323
1990,"Luxembourg",24.12935,.7341027,37.95847,1.356335,36.40857,1.26517,13.82912,.8504695
1991,"Luxembourg",23.9,.602809,37.3,1,35.93185,1.674789,13.41339,.8704821
1992,"Luxembourg",23.95688,.642977,38.17906,1.184848,37.23269,1.172878,14.22218,.7724088
1993,"Luxembourg",23.84659,.5625022,38.69657,1.021952,38.36364,.9604137,14.84998,.6538916
1994,"Luxembourg",23.5,.482344,38.9,.8,39.5407,1.220275,15.38326,.6852074
1995,"Luxembourg",24.6734,.4174579,40.73961,.6969754,39.43279,.6374329,16.06621,.4350708
1996,"Luxembourg",25.42544,.3985892,42.03522,.62481,39.51175,.597233,16.60978,.3931866
1997,"Luxembourg",26.1,.501134,43.3,.7,39.65472,1.085442,17.16136,.630535
1998,"Luxembourg",26.18783,.3848823,43.26035,.6191818,39.46223,.570867,17.07252,.3942701
1999,"Luxembourg",26.23502,.3699349,43.16785,.6390044,39.22234,.5617846,16.93283,.4104561
2000,"Luxembourg",26.2,.45358,42.9,.8,38.86215,1.082355,16.6654,.6807094
2001,"Luxembourg",26.47807,.504494,43.60929,.9641466,39.27386,.8340521,17.13122,.6462169
2002,"Luxembourg",26.62942,.6664413,44.08186,1.274293,39.57184,1.243818,17.45245,.9208276
2003,"Luxembourg",26.78197,.5501885,44.81256,.9433845,40.22929,.8213953,18.03059,.6170942
2004,"Luxembourg",26.9,.583534,45.4,.8,40.79136,1.193371,18.53083,.7119243
2005,"Luxembourg",26.81997,.4413741,45.61467,.6090853,41.20249,.6341608,18.7947,.3979792
2006,"Luxembourg",27.0463,.4733842,45.76169,.6399906,40.89659,.7046241,18.71539,.4337274
2007,"Luxembourg",27.6,.686022,45.9,.9,39.81723,1.398469,18.28708,.8360624
2008,"Luxembourg",26.9335,.4791027,46.05805,.6269824,41.52261,.6787918,19.12455,.4091425
2009,"Luxembourg",26.80278,.4806309,46.18976,.5505951,41.97414,.6402788,19.38698,.3331906
2010,"Luxembourg",26.9,.638394,46.3,.6,41.91533,1.175864,19.4027,.6099691
2011,"Luxembourg",26.81424,.53996,46.50659,.7504964,42.34249,.7468477,19.69235,.4834687
2012,"Luxembourg",26.91792,.6040223,46.68748,1.03705,42.33598,1.006042,19.76956,.7553767
1989,"Macedonia, FYR",28.05713,1.144028,29.12725,2.238729,,,,
1990,"Macedonia, FYR",24.04226,1.277239,25.58925,2.448633,,,,
1991,"Macedonia, FYR",28.87628,1.352147,30.92587,2.658313,,,,
1992,"Macedonia, FYR",27.04729,.9573088,29.1905,1.916941,,,,
1993,"Macedonia, FYR",27.85988,.9206208,29.82385,1.84442,,,,
1994,"Macedonia, FYR",27.51805,.8714693,29.55444,1.747863,,,,
1995,"Macedonia, FYR",27.87935,.8534168,29.98252,1.693749,,,,
1996,"Macedonia, FYR",27.79979,.8084975,30.11552,1.59183,,,,
1997,"Macedonia, FYR",28.17769,.7764038,30.68835,1.458823,,,,
1998,"Macedonia, FYR",28.44339,.7600922,31.35848,1.405434,,,,
1999,"Macedonia, FYR",28.94945,.7888237,32.11293,1.387369,,,,
2000,"Macedonia, FYR",29.1716,.8350174,32.73863,1.481886,,,,
2001,"Macedonia, FYR",29.37125,.8932484,32.95923,1.601863,,,,
2002,"Macedonia, FYR",29.31635,.9343852,33.04377,1.751706,,,,
2003,"Macedonia, FYR",29.81245,.9848168,33.22611,1.853716,,,,
2004,"Macedonia, FYR",30.70652,1.034882,33.98651,1.938261,,,,
2005,"Macedonia, FYR",32.70592,1.124257,35.53701,2.005515,,,,
2006,"Macedonia, FYR",34.99094,1.210261,37.6706,2.131392,,,,
2007,"Macedonia, FYR",37.54405,1.305662,39.96401,2.244787,,,,
2008,"Macedonia, FYR",39.50274,1.372313,41.99826,2.427161,,,,
2009,"Macedonia, FYR",40.64174,1.443088,43.10608,2.577729,,,,
2010,"Macedonia, FYR",41.35588,1.520785,43.98459,2.790581,,,,
1960,"Madagascar",43.55706,3.806005,45.94294,3.907598,,,,
1962,"Madagascar",43.42479,4.539982,45.21596,4.667359,,,,
1980,"Madagascar",44.82454,2.631011,47.50209,2.53003,,,,
1993,"Madagascar",43.24865,2.406367,49.4461,6.810333,,,,
1994,"Madagascar",42.09539,2.058719,48.14014,5.759676,,,,
1995,"Madagascar",40.94214,1.771794,46.83418,4.889392,,,,
1996,"Madagascar",39.78889,1.579048,45.52821,4.310163,,,,
1997,"Madagascar",38.63564,1.516819,44.22225,4.145833,,,,
1998,"Madagascar",38.57531,1.486137,44.05475,4.043868,,,,
1999,"Madagascar",39.98274,1.502883,45.76669,4.183545,,,,
2000,"Madagascar",41.18128,1.635844,47.16196,4.577898,,,,
2001,"Madagascar",42.37982,1.863133,48.55724,5.201221,,,,
2002,"Madagascar",42.92852,1.607967,47.79065,4.200617,,,,
2003,"Madagascar",43.47722,1.489051,47.02406,3.457412,,,,
2004,"Madagascar",44.02592,1.538314,46.25748,3.158837,,,,
2005,"Madagascar",43.97553,1.536256,46.16458,3.133408,,,,
2006,"Madagascar",43.72263,1.574019,46.68839,3.47136,,,,
2007,"Madagascar",43.46972,1.71338,47.2122,4.110806,,,,
2008,"Madagascar",43.21681,1.932482,47.73602,4.935929,,,,
2009,"Madagascar",42.9639,2.20771,48.25983,5.868932,,,,
2010,"Madagascar",42.71099,2.520746,48.78364,6.865976,,,,
1969,"Malawi",44.68044,2.245224,48.28808,2.634305,,,,
1977,"Malawi",51.44236,2.662681,56.42145,2.911998,,,,
1983,"Malawi",59.85003,5.576399,61.01397,2.690451,,,,
1985,"Malawi",60.95499,6.9725,61.05386,2.730319,,,,
1986,"Malawi",60.89627,6.349639,62.30193,3.159151,,,,
1987,"Malawi",60.83756,5.755535,63.55,3.785175,,,,
1988,"Malawi",60.77885,5.200056,64.79807,4.527317,,,,
1989,"Malawi",60.72013,4.696924,66.04613,5.337356,,,,
1990,"Malawi",60.66142,4.264708,67.2942,6.188688,,,,
1991,"Malawi",60.60271,3.926893,68.54227,7.066405,,,,
1992,"Malawi",60.54399,3.709361,69.79034,7.961785,,,,
1993,"Malawi",60.48528,3.63378,71.03841,8.869481,,,,
1994,"Malawi",57.5243,3.084101,67.54353,7.657732,,,,
1995,"Malawi",54.56332,2.709726,64.04865,6.900043,,,,
1996,"Malawi",51.60234,2.587886,60.55378,6.751064,,,,
1997,"Malawi",48.64137,2.752326,57.0589,7.248426,,,,
1998,"Malawi",47.12248,2.498972,55.2636,6.547735,,,,
1999,"Malawi",45.60359,2.265923,53.4683,5.894671,,,,
2000,"Malawi",44.0847,2.060083,51.67299,5.306849,,,,
2001,"Malawi",42.56581,1.89036,49.87769,4.808256,,,,
2002,"Malawi",41.04692,1.767192,48.08239,4.429128,,,,
2003,"Malawi",39.52803,1.700724,46.28709,4.201928,,,,
2004,"Malawi",38.00914,1.697629,44.49178,4.151674,,,,
2005,"Malawi",38.02229,1.697898,44.48232,4.174983,,,,
2006,"Malawi",39.01564,1.69692,45.62539,4.132314,,,,
2007,"Malawi",40.009,1.799065,46.76846,4.367822,,,,
2008,"Malawi",41.00235,1.988505,47.91153,4.841078,,,,
2009,"Malawi",41.9957,2.243231,49.0546,5.490948,,,,
2010,"Malawi",42.98905,2.543706,50.19767,6.262691,,,,
1960,"Malaysia",50.38095,2.699344,59.48048,3.39736,,,,
1962,"Malaysia",49.39632,3.318069,57.75277,4.249879,,,,
1963,"Malaysia",48.22178,4.062214,55.56507,5.202393,,,,
1966,"Malaysia",48.27359,3.342204,55.09246,4.089318,,,,
1967,"Malaysia",48.20998,3.208735,54.89095,4.065087,,,,
