year,country,gini_net,gini_net_se,gini_market,gini_market_se,rel_red,rel_red_se,abs_red,abs_red_se
1996,"Albania",27.3084,1.158342,29.78241,2.216183,,,,
1997,"Albania",27.17991,1.04959,29.47652,2.038265,,,,
1998,"Albania",27.64556,1.057778,30.05447,2.013097,,,,
1999,"Albania",28.11121,1.111075,30.63243,2.073504,,,,
2000,"Albania",28.57686,1.203502,31.21037,2.212491,,,,
2001,"Albania",29.04251,1.326908,31.78832,2.416534,,,,
2002,"Albania",29.50816,1.473531,32.36628,2.670766,,,,
2003,"Albania",29.75969,1.411638,32.65889,2.529867,,,,
2004,"Albania",30.01122,1.413824,32.9515,2.504041,,,,
2005,"Albania",30.51353,1.582207,33.48592,2.769301,,,,
2006,"Albania",31.47114,1.559085,34.48526,2.728862,,,,
2007,"Albania",32.42875,1.782043,35.4846,3.087752,,,,
2008,"Albania",33.38636,2.176735,36.48394,3.732507,,,,
1988,"Algeria",35.25286,1.430429,37.95876,2.340779,,,,
1989,"Algeria",34.69741,1.330736,37.37143,2.188911,,,,
1990,"Algeria",34.14195,1.252273,36.7841,2.080689,,,,
1991,"Algeria",33.58649,1.199213,36.19677,2.023129,,,,
1992,"Algeria",33.03104,1.175004,35.60944,2.020567,,,,
1993,"Algeria",32.47558,1.18142,35.02211,2.073205,,,,
1994,"Algeria",31.92012,1.217978,34.43478,2.177043,,,,
1995,"Algeria",31.36466,1.282101,33.84744,2.325233,,,,
1996,"Algeria",32.23095,1.285332,35.28666,2.503721,,,,
1997,"Algeria",33.09723,1.391164,36.72588,2.947487,,,,
1998,"Algeria",33.96352,1.579099,38.1651,3.558636,,,,
1999,"Algeria",34.8298,1.823932,39.60432,4.265823,,,,
2000,"Algeria",35.69608,2.105911,41.04354,5.028694,,,,
2001,"Algeria",35.53446,1.932892,40.88385,4.599153,,,,
2002,"Algeria",35.37284,1.84655,40.72417,4.360189,,,,
2003,"Algeria",35.21122,1.859002,40.56448,4.343373,,,,
2004,"Algeria",35.04959,1.968375,40.40479,4.551168,,,,
2005,"Algeria",34.88797,2.159995,40.2451,4.955398,,,,
2001,"Andorra",28.47906,1.448142,45.49545,3.468317,,,,
2002,"Andorra",28.47603,1.422809,45.47688,3.483,,,,
2003,"Andorra",28.4646,1.432098,45.51742,3.46416,,,,
1995,"Angola",39.9138,2.278944,46.06319,5.683761,,,,
1996,"Angola",43.6494,2.424777,50.29861,5.570042,,,,
1997,"Angola",47.385,2.828631,54.53403,5.834284,,,,
1998,"Angola",51.1206,3.399768,58.76945,6.430059,,,,
1999,"Angola",54.8562,4.068335,63.00487,7.276381,,,,
2000,"Angola",58.5918,4.793738,67.2403,8.296931,,,,
2001,"Angola",58.43129,4.420251,67.05615,7.571568,,,,
2002,"Angola",58.27079,4.21284,66.87202,7.172048,,,,
2003,"Angola",58.11028,4.196204,66.68787,7.153179,,,,
2004,"Angola",57.94978,4.372522,66.50374,7.517827,,,,
2005,"Angola",57.78927,4.720221,66.3196,8.215079,,,,
2006,"Angola",53.84623,3.585633,61.51979,6.212647,,,,
2007,"Angola",49.90319,2.639028,56.71998,4.586605,,,,
2008,"Angola",45.96016,2.145602,51.92017,3.848037,,,,
2009,"Angola",46.8778,1.896195,52.58859,3.564069,,,,
2002,"Anguilla",28.37374,.3581975,32.86203,.7635158,,,,
2003,"Anguilla",30.04196,.476697,33.78061,1.558002,,,,
2004,"Anguilla",31.71019,.656335,34.6992,2.602182,,,,
2005,"Anguilla",33.37842,.8596001,35.61779,3.689838,,,,
2006,"Anguilla",35.04665,1.07315,36.53638,4.791454,,,,
2007,"Anguilla",36.71488,1.291893,37.45497,5.899214,,,,
2008,"Anguilla",38.38311,1.513582,38.37356,7.010206,,,,
1961,"Argentina",37.18134,.3676367,42.59918,.6179467,,,,
1963,"Argentina",35.99252,.3854046,41.10276,.6069276,,,,
1965,"Argentina",34.8943,.4831407,39.69995,.7018663,,,,
1969,"Argentina",36.4964,3.913613,38.77673,1.706209,,,,
1970,"Argentina",35.20825,2.628703,38.50177,1.554362,,,,
1971,"Argentina",34.60995,3.239823,38.15283,2.200364,,,,
1972,"Argentina",33.67262,1.675532,38.17989,1.628536,,,,
1974,"Argentina",33.69609,.6659936,38.99229,1.469019,,,,
1975,"Argentina",34.2434,.7571391,39.86601,1.774304,,,,
1976,"Argentina",34.66171,.8019984,40.53602,1.947306,,,,
1977,"Argentina",35.58432,.8663206,41.7637,2.146518,,,,
1978,"Argentina",36.41936,.8731214,42.8478,2.247157,,,,
1979,"Argentina",37.30973,.8299744,43.74674,2.148608,,,,
1980,"Argentina",37.84216,.7375988,44.08135,2.081929,,,,
1981,"Argentina",38.23059,.6580147,44.06738,2.022996,,,,
1982,"Argentina",38.31211,.6079136,43.85137,2.140892,,,,
1983,"Argentina",38.49446,.5720361,43.69311,2.21303,,,,
1985,"Argentina",39.30351,.5166959,44.66862,1.949003,11.8825,3.044515,5.365112,1.585566
1986,"Argentina",39.9973,.4856082,45.64668,1.601396,12.29713,2.364914,5.649379,1.268388
1987,"Argentina",40.45727,.493517,45.86834,1.507757,11.73012,2.138987,5.411074,1.151478
1988,"Argentina",40.93254,.4863788,46.20949,1.367385,11.36727,1.880396,5.276953,1.017211
1989,"Argentina",41.34905,.4861449,46.40516,1.350312,10.84466,1.863231,5.056109,1.004098
1990,"Argentina",41.2767,.4569671,46.29787,1.342433,10.79388,1.869843,5.021174,1.006273
1991,"Argentina",41.30376,.4264858,46.51537,1.298372,11.15608,1.799388,5.21161,.9782285
1992,"Argentina",41.09734,.3984328,46.43789,1.260004,11.45445,1.767822,5.340549,.9617676
1993,"Argentina",41.29006,.3916166,46.7424,1.158214,11.62751,1.575545,5.452333,.8662333
1994,"Argentina",41.54255,.388342,46.84662,1.08632,11.29019,1.464523,5.304074,.802503
1995,"Argentina",42.10351,.3969378,47.19153,1.002511,10.75576,1.318916,5.088024,.7222834
1996,"Argentina",42.65387,.3868306,47.49525,.9595649,10.17002,1.255962,4.841384,.6868235
1997,"Argentina",43.19234,.3851731,47.78552,.9309952,9.59071,1.191025,4.593183,.6526757
1998,"Argentina",43.71648,.3817761,48.16885,.9305717,9.221915,1.198522,4.452372,.6580114
1999,"Argentina",44.14878,.3988293,48.43462,.969164,8.825696,1.248029,4.285844,.6854738
2000,"Argentina",44.65561,.427887,48.91176,1.00453,8.677695,1.281413,4.256155,.7079946
2001,"Argentina",44.97014,.4596659,49.18196,1.044451,8.538424,1.319768,4.211817,.730877
2002,"Argentina",45.11324,.4785152,49.39525,1.079961,8.642308,1.346628,4.282016,.7503859
2003,"Argentina",44.87522,.4786788,49.13741,1.108204,8.645283,1.401459,4.262197,.7753544
2004,"Argentina",44.28678,.4531969,48.61906,1.13306,8.878873,1.470239,4.33228,.808488
2005,"Argentina",43.50395,.4181669,47.83423,1.141368,9.017706,1.557206,4.330275,.840987
2006,"Argentina",42.58554,.3814639,47.07769,1.125429,9.506047,1.580029,4.492156,.8460932
2007,"Argentina",41.7245,.3678181,46.34893,1.109014,9.941425,1.575158,4.624431,.8354291
2008,"Argentina",40.86547,.3686568,45.72842,1.103968,10.59819,1.574984,4.862952,.83197
2009,"Argentina",40.02648,.3995189,44.9532,1.138528,10.92074,1.625487,4.926714,.8488969
2010,"Argentina",39.22604,.430217,44.1645,1.202599,11.13766,1.727534,4.938457,.8906115
2011,"Argentina",38.43954,.4728773,43.14398,1.292933,10.85095,1.886878,4.704447,.9502159
2012,"Argentina",38.00661,.5051729,42.6,1.372966,10.71981,2.091469,4.593383,1.03373
2013,"Argentina",37.55475,.5502783,41.87387,1.505023,10.23241,2.474561,4.319116,1.184273
1986,"Armenia",25.14117,2.468314,27.40573,5.639036,,,,
1987,"Armenia",24.98573,1.871956,27.11282,4.196929,,,,
1988,"Armenia",24.83029,1.340914,26.81992,2.870418,,,,
1989,"Armenia",23.91317,1.043014,25.48908,1.886918,,,,
1990,"Armenia",24.87383,1.08065,26.54011,1.989514,,,,
1991,"Armenia",34.9804,5.411595,38.37063,6.965801,,,,
1992,"Armenia",40.83438,7.367477,44.78909,9.385431,,,,
1993,"Armenia",39.71586,5.256938,43.35575,6.861183,7.590333,9.117582,3.639895,4.009783
1994,"Armenia",42.27382,4.879321,46.39029,6.497742,8.260643,7.585615,4.11647,3.668215
1995,"Armenia",43.0633,4.770229,47.2565,6.569612,8.12803,8.811587,4.193202,4.202517
1996,"Armenia",44.41319,3.848537,49.04475,5.420132,9.003316,6.412229,4.631561,3.343652
1997,"Armenia",43.30922,3.374238,47.81769,4.869937,9.073317,5.371147,4.508476,2.817673
1998,"Armenia",42.20525,3.096938,46.59064,4.622164,9.024917,5.811937,4.385391,2.980477
1999,"Armenia",39.11417,2.888441,43.0294,4.36567,8.684752,5.956412,3.915225,2.798872
2000,"Armenia",39.30486,2.91763,43.06789,4.318812,8.344441,5.81363,3.763033,2.709842
2001,"Armenia",37.32054,2.335109,40.5645,3.602621,7.673875,5.077168,3.243959,2.213338
2002,"Armenia",37.66936,2.137186,40.28578,3.276698,6.208971,4.856251,2.61642,2.071091
2003,"Armenia",36.79227,1.54475,38.65515,2.513386,4.626284,3.80153,1.862878,1.548956
2004,"Armenia",37.42222,1.455836,38.59134,2.340583,2.854793,3.685302,1.169115,1.467653
2005,"Armenia",36.66042,1.284646,37.52924,2.150316,2.150681,3.560486,.8688211,1.365141
2006,"Armenia",36.3046,1.308864,37.0315,2.143874,1.798187,3.574373,.7269054,1.351934
2007,"Armenia",35.19743,1.261459,35.94625,2.100011,1.915035,3.56872,.7488189,1.312991
2008,"Armenia",34.86833,1.263621,35.27826,2.052036,.9979525,3.521505,.409925,1.260437
2009,"Armenia",35.10105,1.277508,35.07921,2.061816,-.2336486,3.631416,-.0218361,1.271923
2010,"Armenia",35.91565,1.333365,35.26601,2.093667,-2.018119,3.703926,-.6496381,1.266514
2011,"Armenia",36.65536,1.400179,35.68343,2.207941,-2.930267,4.194628,-.9719289,1.442562
2012,"Armenia",37.23257,1.509556,35.97925,2.370798,-3.738091,4.892051,-1.253315,1.668586
1960,"Australia",29.42946,.8538432,43.24341,2.001268,,,,
1961,"Australia",29.22516,.8174582,43.14431,1.887819,,,,
1962,"Australia",29.02249,.7912587,43.13413,1.837205,,,,
1963,"Australia",28.75376,.7883989,42.85936,1.83549,,,,
1964,"Australia",28.63926,.7672054,42.43671,1.83625,,,,
1965,"Australia",28.67303,.7400709,41.77694,1.772149,,,,
1966,"Australia",28.93375,.6919581,40.77028,1.658424,,,,
1967,"Australia",29.24897,.6631013,40.01614,1.494659,,,,
1968,"Australia",29.55785,.6366642,39.32581,1.403347,,,,
1969,"Australia",29.72527,.6450528,39.61147,1.295945,,,,
1970,"Australia",29.53468,.6512238,39.73495,1.264882,,,,
1971,"Australia",29.01747,.6576588,40.11168,1.147728,,,,
1972,"Australia",28.14976,.6435602,38.95321,1.064701,,,,
1973,"Australia",27.10183,.6216421,37.83248,.9343432,,,,
1974,"Australia",26.24258,.6175656,35.81849,.9027263,,,,
1975,"Australia",25.34373,.5980087,35.40577,.8944768,28.40806,1.087922,10.06203,.5395781
1976,"Australia",24.9849,.602296,35.39685,.95604,29.40011,1.166431,10.41195,.5975841
1977,"Australia",24.55404,.5609388,36.82121,.9792894,33.30099,1.056889,12.26717,.62266
1978,"Australia",24.84686,.5079338,38.06176,.9616871,34.70518,.9765503,13.2149,.6276432
1979,"Australia",25.36348,.4137379,39.29733,.8225029,35.44653,.8380426,13.93385,.559311
1980,"Australia",26.59704,.2923808,39.87973,.5640774,33.3022,.5232056,13.2827,.3583432
1981,"Australia",28.1,.202178,40.4,.3,30.41862,.4985103,12.28576,.2596501
1982,"Australia",28.21504,.2216971,40.83999,.4319665,30.91023,.4147717,12.62495,.2779779
1983,"Australia",28.53929,.2671545,41.38356,.5415704,31.03198,.5593858,12.84427,.369449
1984,"Australia",28.82143,.2790298,42.29817,.451481,31.85908,.4556963,13.47674,.2881189
1985,"Australia",29.2,.35073,43.6,.4,32.99645,.7358279,14.38408,.3807588
1986,"Australia",29.14069,.2641305,43.13347,.3236307,32.44035,.3989114,13.99278,.2105748
1987,"Australia",29.22951,.2401851,43.05521,.2979661,32.1114,.3394272,13.82571,.180694
1988,"Australia",29.63369,.214035,43.28445,.2665055,31.53718,.2944529,13.65076,.1580597
1989,"Australia",30.2,.235357,43.6,.3,30.75928,.5089896,13.41308,.268762
1990,"Australia",29.90496,.2249172,43.69483,.3361499,31.55861,.3318109,13.78987,.2073825
1991,"Australia",29.57242,.2557324,43.59129,.430371,32.15768,.4261872,14.01886,.2817807
1992,"Australia",29.38332,.2663134,43.86198,.4556072,33.00729,.4374978,14.47866,.297474
1993,"Australia",29.09252,.2639725,43.93764,.4243901,33.7854,.3722332,14.84513,.2562872
1994,"Australia",29.75166,.2784147,45.45689,.3896939,34.549,.3927259,15.70523,.2454544
1995,"Australia",30.8,.388616,47.6,.5,35.28751,.739026,16.80132,.4351678
1996,"Australia",30.31143,.2550585,46.91402,.3371142,35.38898,.3677071,16.60259,.2250077
1997,"Australia",30.21279,.2190432,46.85972,.3198695,35.52463,.2781918,16.64693,.1903547
1998,"Australia",30.47769,.2072447,47.29855,.321719,35.56262,.2640239,16.82086,.1930815
1999,"Australia",30.92082,.2477021,47.95122,.3823876,35.51526,.3296806,17.03039,.2383525
2000,"Australia",31.32054,.295844,48.49296,.4180728,35.41124,.4312755,17.17242,.2857467
2001,"Australia",31.7,.457002,49,.6,35.3022,.8761341,17.30168,.5480818
2002,"Australia",31.46555,.2987727,48.44921,.4098734,35.05378,.4272885,16.98367,.2768867
2003,"Australia",31.2,.316616,47.8,.4,34.74272,.6112097,16.61109,.3657219
2004,"Australia",31.43148,.3923542,48.2994,.7394189,34.91879,.5507752,16.86792,.4661366
2005,"Australia",31.63093,.6004143,48.66705,1.248341,34.98707,1.068317,17.03612,.8765185
2006,"Australia",32.05801,.6884165,49.40065,1.459664,35.08199,1.184939,17.34264,1.009547
2007,"Australia",32.27103,1.00456,49.6958,2.062839,35.01316,1.814355,17.42477,1.478894
2008,"Australia",32.52989,.9134008,50.03819,1.911941,34.95138,1.474454,17.5083,1.287568
2009,"Australia",32.44356,1.113185,49.85006,2.310645,34.85487,2.019388,17.40649,1.653164
2010,"Australia",32.2823,.9501014,49.37754,2.004624,34.57434,1.684517,17.09524,1.404901
2011,"Australia",32.02997,.9885868,48.83337,2.085183,34.35302,1.925622,16.8034,1.525246
2012,"Australia",31.77765,1.089315,48.2892,2.296153,34.10899,2.529996,16.51156,1.849841
1964,"Austria",25.91464,2.066925,,,,,,
1965,"Austria",25.96366,1.903708,42.98621,5.046828,,,,
1966,"Austria",26.08422,1.852097,43.31966,4.879801,,,,
1967,"Austria",26.1821,1.7985,43.51242,4.745364,,,,
1968,"Austria",26.46614,1.79396,44.25123,4.794464,,,,
1969,"Austria",26.67361,1.782539,44.39562,4.810453,,,,
1970,"Austria",26.95214,1.83686,44.99434,4.991247,,,,
1971,"Austria",27.11551,1.922204,44.62529,5.188168,,,,
1982,"Austria",26.65923,1.90379,43.56614,4.78654,38.39115,5.020119,16.90691,3.73591
1983,"Austria",26.34038,1.528262,42.98085,3.892935,38.46705,3.531527,16.64047,2.829206
1984,"Austria",25.94467,1.795846,42.04057,4.674146,37.89408,4.442778,16.0959,3.424236
1985,"Austria",25.08874,1.487211,39.80334,4.056029,36.59907,4.400266,14.7146,3.067441
1986,"Austria",24.07239,1.106554,38.02147,4.571998,36.03175,5.819946,13.94908,3.748558
1987,"Austria",22.7,.286799,37.61076,3.80745,39.07657,5.803452,14.91443,3.623969
1988,"Austria",25.07593,1.196059,40.39784,4.50123,37.40977,5.039517,15.32191,3.594429
1989,"Austria",27.20166,1.770929,45.33092,4.080398,39.77991,3.432371,18.12927,2.907838
1990,"Austria",28.78965,2.008184,49.54051,4.631807,41.68071,3.298627,20.75086,3.239411
1991,"Austria",29.9159,1.952333,52.08815,3.535636,42.50311,2.501617,22.17226,2.320678
1992,"Austria",29.57726,1.612849,50.52977,3.397335,41.3576,2.729284,20.9525,2.470936
1993,"Austria",28.89314,1.051051,47.80917,1.924411,39.53741,1.535581,18.91603,1.274615
1994,"Austria",28,.593102,44.3,.8,36.81053,1.260311,16.31784,.7201748
1995,"Austria",27.7,.200619,44.03181,.6411075,37.08902,.7137457,16.33495,.5345367
1996,"Austria",27.13226,.3137717,43.51999,.6135617,37.65102,.5677501,16.38773,.4244218
1997,"Austria",26.6,.518411,43.1,.8,38.26382,1.170927,16.49315,.6846862
1998,"Austria",26.32322,.4181081,43.09445,.6488857,38.9151,.6106068,16.77123,.4070041
1999,"Austria",26.0373,.4496985,43.12388,.6862523,39.61979,.6647115,17.08658,.4356726
2000,"Austria",25.7,.629719,43.1,.9,40.40195,1.321473,17.42878,.7837451
2001,"Austria",26.1599,.6967844,44.00408,1.501566,40.52076,1.41957,17.84418,1.112953
2002,"Austria",26.50207,.9733251,44.75237,2.395467,40.68079,2.556895,18.25031,1.969705
2003,"Austria",26.74541,.6239895,45.40746,1.382711,41.07359,1.296687,18.66205,1.049638
2004,"Austria",26.9,.4245,45.9,.5,41.41241,.8062859,19.01814,.4641025
2005,"Austria",27.00696,.2989828,46.21377,.5887508,41.55792,.4469441,19.2068,.3917936
2006,"Austria",27.06277,.2717254,46.38815,.7497321,41.65259,.5824372,19.32538,.553199
2007,"Austria",27.21165,.3137465,46.64732,.9038094,41.65374,.7111968,19.43567,.6764683
2008,"Austria",27.37539,.395777,46.67334,1.057181,41.33226,.8172218,19.29795,.7734144
2009,"Austria",27.65262,.4951558,46.8594,1.179825,40.97212,.8950069,19.20678,.8345209
2010,"Austria",27.93004,.586607,46.86971,1.31716,40.39037,1.005792,18.93967,.9164928
2011,"Austria",28.20189,.6531394,47.01679,1.413541,39.99674,1.077543,18.8149,.9703046
2012,"Austria",28.36102,.7082518,47.03863,1.535437,39.6806,1.255008,18.67761,1.086231
2013,"Austria",28.47012,.7674648,47.1205,1.650804,39.54672,1.490244,18.65038,1.22683
1972,"Azerbaijan",25.31994,4.477873,27.909,11.02345,,,,
1976,"Azerbaijan",23.87345,4.30494,27.39029,9.905098,,,,
1981,"Azerbaijan",23.19772,4.035494,26.19545,10.1846,,,,
1986,"Azerbaijan",26.96331,2.412626,29.86125,5.349018,,,,
1987,"Azerbaijan",27.90741,1.915719,30.57727,4.054291,,,,
1988,"Azerbaijan",28.85151,1.510828,31.2933,2.910653,,,,
1989,"Azerbaijan",29.16356,1.315366,31.04589,2.052361,,,,
1990,"Azerbaijan",30.9892,1.932226,33.09423,2.787262,,,,
1991,"Azerbaijan",36.03408,4.508973,39.19901,6.264187,,,,
1992,"Azerbaijan",41.07897,7.630488,45.30379,10.52018,,,,
1993,"Azerbaijan",41.13977,5.855317,45.23555,8.029858,7.74009,12.2624,4.095787,5.965168
1994,"Azerbaijan",41.20057,4.630879,45.16732,6.268801,8.134444,7.93237,3.966751,3.824427
1995,"Azerbaijan",43.10148,4.64121,47.25506,6.308628,8.166879,7.83225,4.15358,3.910147
1996,"Azerbaijan",44.29461,5.129923,48.60485,6.859808,8.215988,8.05888,4.310252,4.122746
1997,"Azerbaijan",45.76775,5.715906,50.23763,7.790538,7.980865,9.857096,4.469885,5.156135
1998,"Azerbaijan",43.54852,5.394543,47.71213,7.366465,7.768508,10.30535,4.163615,5.040763
1999,"Azerbaijan",37.9517,3.914779,41.30013,5.462333,7.404151,8.503593,3.348435,3.646034
2000,"Azerbaijan",32.35487,2.555309,34.88813,3.741454,6.734759,7.270769,2.533255,2.644952
2001,"Azerbaijan",26.82103,1.151717,28.38525,1.841266,5.310804,4.09023,1.564225,1.231825
2002,"Azerbaijan",24.99815,1.046404,26.21499,1.659045,4.459898,3.778391,1.216837,1.042866
2003,"Azerbaijan",22.71915,.790387,23.37135,1.2645,2.655379,3.183358,.6521991,.7669219
2004,"Azerbaijan",21.11129,.7877759,21.46076,1.20707,1.476841,3.569018,.3494716,.7715036
2005,"Azerbaijan",20.32841,.8015072,20.44611,1.17839,.4104642,3.929029,.1177022,.8044876
2006,"Azerbaijan",24.01541,1.136284,24.99515,1.740652,3.681059,4.649733,.9797342,1.196315
2007,"Azerbaijan",27.70242,1.641635,29.54419,2.555874,5.806518,6.708949,1.841766,2.067487
2008,"Azerbaijan",31.38943,2.203155,34.09322,3.449126,7.296806,8.465057,2.703798,3.029391
1970,"Bahamas",42.66272,.5573425,49.34874,1.144685,,,,
1973,"Bahamas",44.20791,.4227526,51.08959,.8618596,,,,
1975,"Bahamas",45.4752,.3892881,52.57607,.8264005,,,,
1977,"Bahamas",46.74047,.3999717,54.07265,.875741,,,,
1979,"Bahamas",47.23209,.4498057,54.66642,.9885058,,,,
1986,"Bahamas",40.18525,.4032227,46.48074,.7980089,,,,
1987,"Bahamas",39.7795,.3683112,46.01005,.7277213,,,,
1988,"Bahamas",39.37375,.3502602,45.53936,.6917142,,,,
1989,"Bahamas",38.62347,.3335046,44.69041,.67156,,,,
1990,"Bahamas",38.33676,.3156663,44.36591,.6393549,,,,
1991,"Bahamas",38.05004,.3149255,44.0414,.6418999,,,,
1992,"Bahamas",37.67273,.3252612,43.59344,.6706249,,,,
1993,"Bahamas",37.90637,.3289396,43.87441,.6751012,,,,
1994,"Bahamas",39.11105,.4416721,44.60036,1.256415,,,,
1995,"Bahamas",40.31573,.5837489,45.32632,1.942098,,,,
1996,"Bahamas",41.52041,.738422,46.05227,2.652406,,,,
1997,"Bahamas",42.72509,.8992146,46.77822,3.371812,,,,
1998,"Bahamas",43.92977,1.063354,47.50417,4.095525,,,,
1999,"Bahamas",45.13445,1.229501,48.23013,4.821606,,,,
2000,"Bahamas",46.33913,1.396939,48.95608,5.549125,,,,
2001,"Bahamas",47.5438,1.565255,49.68203,6.277582,,,,
2002,"Bahamas",45.3061,1.233885,48.2888,4.792724,,,,
2003,"Bahamas",43.06841,.936296,46.89557,3.419271,,,,
2004,"Bahamas",39.32938,.5396406,44.68148,1.505695,,,,
1963,"Bangladesh",34.33372,2.023934,36.7569,8.553263,,,,
1966,"Bangladesh",38.41545,7.52177,35.35978,2.172949,,,,
1973,"Bangladesh",30.65719,1.442174,32.30422,6.409826,,,,
1974,"Bangladesh",31.01984,1.501234,32.61668,6.394085,,,,
1975,"Bangladesh",31.17794,1.665331,32.68217,6.166568,,,,
1976,"Bangladesh",31.36588,1.680145,32.74767,6.466339,,,,
1977,"Bangladesh",31.46491,1.792321,32.81316,7.228089,,,,
1978,"Bangladesh",31.72261,1.703545,32.87865,8.32597,,,,
1979,"Bangladesh",32.2233,1.671808,33.60361,7.088629,,,,
1980,"Bangladesh",32.8183,1.66649,34.32857,6.497005,,,,
1981,"Bangladesh",33.3006,1.395235,35.05353,6.723763,,,,
1982,"Bangladesh",33.42237,1.574359,34.89482,6.512185,,,,
1983,"Bangladesh",33.5153,1.3847,34.73611,6.564075,,,,
1984,"Bangladesh",33.49994,1.592575,34.98733,6.509534,,,,
1985,"Bangladesh",33.80924,1.645166,35.23855,7.385593,,,,
1986,"Bangladesh",34.07751,1.651333,35.48977,8.922215,,,,
1987,"Bangladesh",34.32146,1.698448,37.08972,6.336452,,,,
1988,"Bangladesh",34.35957,1.691622,38.68966,3.904389,,,,
1989,"Bangladesh",33.76873,1.618546,40.2896,2.210608,,,,
1990,"Bangladesh",33.06348,1.730128,39.91097,1.93243,,,,
1991,"Bangladesh",32.15812,1.78428,39.53233,1.914776,,,,
1992,"Bangladesh",31.53877,1.813065,39.15369,2.164033,,,,
1993,"Bangladesh",32.45392,1.715154,40.77026,1.995027,,,,
1994,"Bangladesh",33.36907,1.726276,42.38683,1.991967,,,,
1995,"Bangladesh",34.28421,1.84446,44.00339,2.155559,,,,
1996,"Bangladesh",35.19936,2.051284,45.61996,2.452681,,,,
1997,"Bangladesh",35.42358,1.885078,43.86293,3.649141,,,,
1998,"Bangladesh",35.6478,1.856805,42.10591,5.470371,,,,
1999,"Bangladesh",35.87201,1.972405,40.34889,7.472739,,,,
2000,"Bangladesh",36.09623,2.209409,38.59187,9.542895,,,,
2001,"Bangladesh",37.00965,2.033327,39.51588,8.859092,,,,
2002,"Bangladesh",37.92308,1.955088,40.4399,8.609594,,,,
2003,"Bangladesh",38.83651,1.98629,41.36391,8.831288,,,,
2004,"Bangladesh",39.74994,2.122108,42.28793,9.491214,,,,
2005,"Bangladesh",40.66336,2.344433,43.21194,10.50712,,,,
2006,"Bangladesh",40.66098,2.134255,43.2068,9.649137,,,,
2007,"Bangladesh",40.6586,2.012384,43.20166,9.17898,,,,
2008,"Bangladesh",40.65621,1.995068,43.19651,9.156588,,,,
2009,"Bangladesh",40.65383,2.084914,43.19137,9.585097,,,,
2010,"Bangladesh",40.65145,2.26923,43.18622,10.40897,,,,
1960,"Barbados",35.51201,9.834565,40.38962,10.58441,,,,
1962,"Barbados",35.44217,9.780631,40.20562,10.52894,,,,
1970,"Barbados",32.43743,5.690451,37.52204,6.257804,,,,
1971,"Barbados",31.85882,6.321199,36.77792,6.957357,,,,
1972,"Barbados",31.80765,6.276265,36.65501,6.834023,,,,
1973,"Barbados",31.7362,6.481747,35.86585,7.974911,,,,
1975,"Barbados",32.72446,5.39969,37.478,6.271183,,,,
1976,"Barbados",33.53741,5.071908,38.28408,6.361839,,,,
1978,"Barbados",32.98399,4.979843,37.80508,5.633069,,,,
1979,"Barbados",31.26801,5.529254,35.98419,6.270554,,,,
1980,"Barbados",31.02538,5.497657,35.88493,6.267969,,,,
1981,"Barbados",29.22749,6.347928,33.9494,7.238172,,,,
1989,"Barbados",33.43303,5.402859,36.47955,4.861006,,,,
1990,"Barbados",33.68502,4.683939,36.79582,4.619521,,,,
1991,"Barbados",33.93701,3.967408,37.11209,4.397811,,,,
1992,"Barbados",34.189,3.254845,37.42836,4.199011,,,,
1993,"Barbados",34.44099,2.549579,37.74463,4.026515,,,,
1994,"Barbados",34.69298,1.859928,38.06089,3.883831,,,,
1995,"Barbados",34.94497,1.212832,38.37716,3.774339,,,,
1996,"Barbados",35.19696,.731598,38.69343,3.700987,,,,
1997,"Barbados",35.30571,.6252758,39.27398,2.907667,,,,
1981,"Belarus",21.49342,3.679449,24.22471,8.998516,,,,
1986,"Belarus",22.52952,2.108516,24.80317,5.251314,,,,
1987,"Belarus",22.20101,1.568269,24.24729,3.848305,,,,
1988,"Belarus",21.8725,1.076426,23.69142,2.566968,,,,
1989,"Belarus",21.31043,.7063025,22.59958,1.428137,,,,
1990,"Belarus",21.29825,.6561192,22.58639,1.995327,,,,
1991,"Belarus",26.42517,2.861,29.7356,6.393908,,,,
1992,"Belarus",31.55208,5.356031,36.88482,11.50323,,,,
1993,"Belarus",26.22862,1.739506,28.92157,4.178425,7.93072,10.80293,2.69295,3.198645
1994,"Belarus",26.3596,1.485674,28.67203,3.625346,7.030775,9.093557,2.312431,2.713646
1995,"Belarus",25.22827,.6900067,26.50622,1.763182,4.53996,4.510508,1.277947,1.268799
1996,"Belarus",25.63975,.588046,26.20211,1.479731,1.936535,3.957222,.5623642,1.063897
1997,"Belarus",25.62712,.5077766,25.52781,1.150493,-.5195966,3.127372,-.0993094,.7947536
1998,"Belarus",25.95166,.5367039,25.45515,1.093501,-2.064175,2.917989,-.4965087,.7240798
1999,"Belarus",26.00038,.5594649,25.25637,1.053936,-3.049811,2.816818,-.7440065,.6832627
2000,"Belarus",26.16761,.5695574,25.36563,1.021595,-3.255575,2.684168,-.8019754,.6507956
2001,"Belarus",26.04983,.5720094,25.18502,1.03255,-3.532685,2.772525,-.8648148,.6665568
2002,"Belarus",25.88078,.556981,25.29015,1.039682,-2.433612,2.703026,-.5906321,.6598993
2003,"Belarus",25.50369,.5577524,25.37256,1.038296,-.6121359,2.670354,-.1311265,.6706132
